mrun,distancia,p_prioritario,simce_let,simce_mat,cod_nivel,prioridad_h,es_mujer,prioritario,alto_rendimiento,tipo,alt
13405003,0.7832,0.01875,250,271,9,0,0,1,1,no_muni & no_conv,0
13405003,2.0053,0,262,259,9,0,0,1,1,mun & no_conv,1
13405003,1.5905,0,272,287,9,0,0,1,1,no_mun & conv,0
13405003,3.2874,0,232,225,9,0,0,1,1,mun & conv,0
13417003,0.4219,0,271,297,8,0,1,0,0,no_muni & no_conv,0
13417003,0.73477,0,287,330,8,0,1,0,0,mun & no_conv,1
13417003,0.47293,0,243,257,8,0,1,0,0,no_mun & conv,0
13417003,0.09717,0,550,550,8,0,1,0,0,mun & conv,0
13662329,4.1855,0,282,307,9,0,1,1,1,no_muni & no_conv,0
13662329,1.9253,0.15,217,211,9,0,1,1,1,mun & no_conv,0
13662329,1.9767,0,275,306,9,0,1,1,1,no_mun & conv,1
13662329,0.52299,0,201,213,9,0,1,1,1,mun & conv,0
14131381,4.8762,0.15,230,224,9,0,0,1,0,no_muni & no_conv,0
14131381,4.5471,0,328,374,9,0,0,1,0,mun & no_conv,0
14131381,4.668,0.15111,239,235,9,0,0,1,0,no_mun & conv,0
14131381,4.4094,0,294,327,9,0,0,1,0,mun & conv,1
14302129,15.439,0.11364,262,299,9,0,0,0,1,no_muni & no_conv,0
14302129,24.5512,0,303,326,9,0,0,0,1,mun & no_conv,1
14302129,12.6632,0,550,550,9,0,0,0,1,no_mun & conv,0
14302129,0.24585,0,235,220,9,0,0,0,1,mun & conv,0
14368391,8.6386,0.15278,222,260,9,0,0,1,1,no_muni & no_conv,1
14368391,4.272,0.15,217,211,9,0,0,1,1,mun & no_conv,0
14368391,7.9896,0.15111,239,235,9,0,0,1,1,no_mun & conv,0
14368391,3.22,0,237,244,9,0,0,1,1,mun & conv,0
14726287,3.5591,0,253,305,7,0,1,0,0,no_muni & no_conv,1
14726287,1.9385,0.15333,328,374,7,0,1,0,0,mun & no_conv,0
14726287,1.4334,0,250,270,7,0,1,0,0,no_mun & conv,0
14726287,3.2993,0,294,327,7,0,1,0,0,mun & conv,0
15120137,9.5018,0,288,342,9,0,1,0,1,no_muni & no_conv,1
15120137,15.2398,0,287,330,9,0,1,0,1,mun & no_conv,0
15120137,1.9543,0,244,267,9,0,1,0,1,no_mun & conv,0
15120137,2.4324,0,227,214,9,0,1,0,1,mun & conv,0
15143999,1.5355,0.022222,272,289,9,0,1,0,1,no_muni & no_conv,0
15143999,0.34055,0,297,313,9,0,1,0,1,mun & no_conv,1
15143999,3.4288,0,223,198,9,0,1,0,1,no_mun & conv,0
15143999,4.2652,0,236,228,9,0,1,0,1,mun & conv,0
15170896,3.6429,0,248,235,8,0,0,0,0,no_muni & no_conv,0
15170896,7.7966,0,311,351,8,0,0,0,0,mun & no_conv,1
15170896,2.2668,0,550,550,8,0,0,0,0,no_mun & conv,0
15170896,6.3631,0,224,254,8,0,0,0,0,mun & conv,0
15332148,1.0338,0,259,245,7,0,1,1,1,no_muni & no_conv,0
15332148,1.717,0.15294,285,304,7,0,1,1,1,mun & no_conv,0
15332148,0.11045,0,550,550,7,0,1,1,1,no_mun & conv,1
15332148,2.7094,0,550,550,7,0,1,1,1,mun & conv,0
15463770,3.29,0,270,293,11,0,1,0,0,no_muni & no_conv,0
15463770,7.0533,0,328,374,11,0,1,0,0,mun & no_conv,1
15463770,6.1856,0,257,284,11,0,1,0,0,no_mun & conv,0
15463770,8.2541,0,294,327,11,0,1,0,0,mun & conv,0
15564615,1.1861,0,269,292,8,0,0,1,1,no_muni & no_conv,0
15564615,7.9573,0,311,351,8,0,0,1,1,mun & no_conv,1
15564615,1.1733,0,277,331,8,0,0,1,1,no_mun & conv,0
15564615,9.3139,0,292,337,8,0,0,1,1,mun & conv,0
15872694,1.8671,0.16667,254,250,9,0,0,1,0,no_muni & no_conv,0
15872694,4.677,0,262,259,9,0,0,1,0,mun & no_conv,0
15872694,1.2294,0.15062,235,267,9,0,0,1,0,no_mun & conv,1
15872694,0.55544,0.04,213,211,9,0,0,1,0,mun & conv,0
15932930,0.99912,0,271,299,9,0,1,0,1,no_muni & no_conv,0
15932930,4.6063,0,286,318,9,0,1,0,1,mun & no_conv,1
15932930,0.97803,0.15556,215,259,9,0,1,0,1,no_mun & conv,0
15932930,4.97,0.016667,248,261,9,0,1,0,1,mun & conv,0
16081292,2.1602,0,241,247,7,0,1,0,0,no_muni & no_conv,0
16081292,1.7391,0.15789,287,330,7,0,1,0,0,mun & no_conv,1
16081292,2.2256,0,274,284,7,0,1,0,0,no_mun & conv,0
16081292,2.4525,0,550,550,7,0,1,0,0,mun & conv,0
16131496,2.3627,0,257,295,9,0,1,0,0,no_muni & no_conv,1
16131496,2.6665,0.15,217,211,9,0,1,0,0,mun & no_conv,0
16131496,2.4986,0,279,272,9,0,1,0,0,no_mun & conv,0
16131496,1.8686,0.15,220,236,9,0,1,0,0,mun & conv,0
16141598,2.3765,0,250,257,7,0,0,0,0,no_muni & no_conv,0
16141598,0.9369,0.16092,297,313,7,0,0,0,0,mun & no_conv,1
16141598,2.0042,0,268,307,7,0,0,0,0,no_mun & conv,0
16141598,3.8357,0,209,218,7,0,0,0,0,mun & conv,0
16161434,3.6662,0,236,249,9,0,1,1,1,no_muni & no_conv,0
16161434,3.9666,0,286,318,9,0,1,1,1,mun & no_conv,0
16161434,5.3533,0,235,229,9,0,1,1,1,no_mun & conv,0
16161434,0.34601,0,217,213,9,0,1,1,1,mun & conv,1
16204322,3.9191,0,245,234,9,0,1,0,0,no_muni & no_conv,0
16204322,6.0803,0,313,331,9,0,1,0,0,mun & no_conv,0
16204322,14.6848,0.15111,225,244,9,0,1,0,0,no_mun & conv,1
16204322,4.0451,0.075,227,236,9,0,1,0,0,mun & conv,0
16261023,2.1812,0,297,301,9,0,1,1,1,no_muni & no_conv,0
16261023,2.1971,0,328,374,9,0,1,1,1,mun & no_conv,1
16261023,1.319,0,218,218,9,0,1,1,1,no_mun & conv,0
16261023,2.917,0,263,274,9,0,1,1,1,mun & conv,0
16359583,3.6937,0.022222,272,289,9,0,1,0,1,no_muni & no_conv,1
16359583,7.8835,0,286,318,9,0,1,0,1,mun & no_conv,0
16359583,17.0826,0.15,231,229,9,0,1,0,1,no_mun & conv,0
16359583,10.7491,0,265,292,9,0,1,0,1,mun & conv,0
16571810,1.6309,0,550,550,7,0,0,0,0,no_muni & no_conv,0
16571810,13.8289,0.15,303,326,7,0,0,0,0,mun & no_conv,0
16571810,0.36303,0,255,287,7,0,0,0,0,no_mun & conv,1
16571810,25.6227,0.15,224,254,7,0,0,0,0,mun & conv,0
16680649,2.6298,0,550,550,9,0,1,1,0,no_muni & no_conv,0
16680649,6.2469,0,328,374,9,0,1,1,0,mun & no_conv,0
16680649,1.834,0.15111,225,244,9,0,1,1,0,no_mun & conv,1
16680649,3.3346,0.0089286,242,283,9,0,1,1,0,mun & conv,0
16814109,3.9233,0,293,327,8,1,1,0,1,no_muni & no_conv,0
16814109,6.0318,0,304,323,8,1,1,0,1,mun & no_conv,0
16814109,0.60007,0,294,338,8,1,1,0,1,no_mun & conv,0
16814109,5.4016,0,292,337,8,1,1,0,1,mun & conv,1
16825861,8.3747,0.15319,237,245,9,0,0,1,0,no_muni & no_conv,1
16825861,11.9233,0.066667,259,260,9,0,0,1,0,mun & no_conv,0
16825861,2.2813,0,273,297,9,0,0,1,0,no_mun & conv,0
16825861,12.653,0.15238,219,227,9,0,0,1,0,mun & conv,0
16982951,2.7196,0,244,234,9,0,1,1,0,no_muni & no_conv,0
16982951,3.5432,0,297,313,9,0,1,1,0,mun & no_conv,0
16982951,0.41608,0,231,219,9,0,1,1,0,no_mun & conv,1
16982951,1.0891,0,236,228,9,0,1,1,0,mun & conv,0
17209959,4.0887,0,279,317,9,0,1,0,1,no_muni & no_conv,0
17209959,3.253,0,304,323,9,0,1,0,1,mun & no_conv,1
17209959,4.4565,0,310,343,9,0,1,0,1,no_mun & conv,0
17209959,0.67294,0.016667,248,261,9,0,1,0,1,mun & conv,0
17423654,0.43019,0,258,236,10,0,0,1,0,no_muni & no_conv,0
17423654,0.49442,0,217,211,10,0,0,1,0,mun & no_conv,1
17423654,1.8581,0,273,297,10,0,0,1,0,no_mun & conv,0
17423654,1.4329,0,237,244,10,0,0,1,0,mun & conv,0
17475840,3.751,0,273,314,8,0,1,1,0,no_muni & no_conv,0
17475840,3.1015,0,287,330,8,0,1,1,0,mun & no_conv,1
17475840,0.39079,0,220,235,8,0,1,1,0,no_mun & conv,0
17475840,21.0694,0,292,337,8,0,1,1,0,mun & conv,0
17627116,0.83878,0,290,338,6,0,1,1,1,no_muni & no_conv,1
17627116,0.26641,0,550,550,6,0,1,1,1,mun & no_conv,0
17627116,6.5688,0,250,270,6,0,1,1,1,no_mun & conv,0
17627116,4.2796,0,201,213,6,0,1,1,1,mun & conv,0
17871374,0.60615,0,269,292,9,0,0,0,1,no_muni & no_conv,0
17871374,7.2229,0,311,351,9,0,0,0,1,mun & no_conv,1
17871374,1.3626,0,277,331,9,0,0,0,1,no_mun & conv,0
17871374,7.9325,0.00625,251,271,9,0,0,0,1,mun & conv,0
17933867,3.8911,0,241,288,7,0,0,0,1,no_muni & no_conv,0
17933867,1.1969,0.15333,328,374,7,0,0,0,1,mun & no_conv,0
17933867,2.126,0,268,291,7,0,0,0,1,no_mun & conv,0
17933867,3.9023,0.022222,256,302,7,0,0,0,1,mun & conv,1
18094323,5.1261,0.15556,265,304,9,0,0,0,0,no_muni & no_conv,1
18094323,4.4144,0,297,313,9,0,0,0,0,mun & no_conv,0
18094323,1.5178,0,268,294,9,0,0,0,0,no_mun & conv,0
18094323,0.23171,0,236,228,9,0,0,0,0,mun & conv,0
18377193,2.4108,0,550,550,1,0,1,0,0,no_muni & no_conv,0
18377193,1.9987,0.075,550,550,1,0,1,0,0,mun & no_conv,0
18377193,1.6569,0,550,550,1,0,1,0,0,no_mun & conv,0
18377193,4.2877,0,226,222,1,0,1,0,0,mun & conv,1
18489977,1.5007,0,277,309,9,0,1,0,0,no_muni & no_conv,0
18489977,4.0241,0,286,318,9,0,1,0,0,mun & no_conv,1
18489977,0.9139,0,274,309,9,0,1,0,0,no_mun & conv,0
18489977,8.1734,0,265,292,9,0,1,0,0,mun & conv,0
18530138,0.7141,0,550,550,7,0,1,0,0,no_muni & no_conv,0
18530138,9.4677,0.15333,328,374,7,0,1,0,0,mun & no_conv,1
18530138,4.4918,0,294,338,7,0,1,0,0,no_mun & conv,0
18530138,12.2757,0.15,248,261,7,0,1,0,0,mun & conv,0
18762568,0.92752,0.15476,322,350,7,0,1,1,0,no_muni & no_conv,0
18762568,2.4213,0.15116,313,331,7,0,1,1,0,mun & no_conv,0
18762568,1.9773,0.043478,275,278,7,0,1,1,0,no_mun & conv,0
18762568,11.1393,0.15,292,337,7,0,1,1,0,mun & conv,1
18807272,1.8699,0,231,237,9,0,0,0,0,no_muni & no_conv,0
18807272,1.8786,0,287,330,9,0,0,0,0,mun & no_conv,1
18807272,1.288,0,226,230,9,0,0,0,0,no_mun & conv,0
18807272,0.92377,0.15238,200,196,9,0,0,0,0,mun & conv,0
18808444,1.359,0,282,307,9,0,1,1,1,no_muni & no_conv,0
18808444,0.95327,0.15,217,211,9,0,1,1,1,mun & no_conv,0
18808444,0.86238,0,275,306,9,0,1,1,1,no_mun & conv,1
18808444,1.5722,0,223,230,9,0,1,1,1,mun & conv,0
18990419,1.7199,0.0051282,276,356,12,0,1,1,0,no_muni & no_conv,0
18990419,1.4229,0,313,331,12,0,1,1,0,mun & no_conv,0
18990419,19.7528,0,267,267,12,0,1,1,0,no_mun & conv,1
18990419,19.5189,0,248,261,12,0,1,1,0,mun & conv,0
19071822,0.82081,0,253,270,2,0,0,0,0,no_muni & no_conv,1
19071822,0.27822,0,550,550,2,0,0,0,0,mun & no_conv,0
19071822,0.60932,0.035714,550,550,2,0,0,0,0,no_mun & conv,0
19071822,13.1588,0,550,550,2,0,0,0,0,mun & conv,0
19083101,5.8167,0,322,350,11,0,0,0,1,no_muni & no_conv,0
19083101,19.7272,0,328,374,11,0,0,0,1,mun & no_conv,1
19083101,11.0845,0,250,258,11,0,0,0,1,no_mun & conv,0
19083101,15.6839,0,292,337,11,0,0,0,1,mun & conv,0
19158426,0.34649,0,288,308,7,0,1,1,0,no_muni & no_conv,0
19158426,1.3775,0.15789,287,330,7,0,1,1,0,mun & no_conv,1
19158426,1.0343,0,269,285,7,0,1,1,0,no_mun & conv,0
19158426,0.79967,0,550,550,7,0,1,1,0,mun & conv,0
19220594,0.94816,0,256,280,9,0,0,0,0,no_muni & no_conv,0
19220594,1.5803,0,262,259,9,0,0,0,0,mun & no_conv,1
19220594,2.1351,0,250,275,9,0,0,0,0,no_mun & conv,0
19220594,2.5057,0,232,222,9,0,0,0,0,mun & conv,0
19269330,3.4129,0.15556,244,234,7,0,1,1,1,no_muni & no_conv,0
19269330,4.253,0.16092,297,313,7,0,1,1,1,mun & no_conv,0
19269330,1.1733,0,231,219,7,0,1,1,1,no_mun & conv,0
19269330,0.45604,0.15789,236,228,7,0,1,1,1,mun & conv,1
19271844,1.3034,0.055,250,299,9,0,1,1,1,no_muni & no_conv,1
19271844,2.9195,0.066667,259,260,9,0,1,1,1,mun & no_conv,0
19271844,2.9062,0,281,289,9,0,1,1,1,no_mun & conv,0
19271844,4.8822,0.071429,219,255,9,0,1,1,1,mun & conv,0
19419954,4.0493,0,253,305,9,0,1,1,1,no_muni & no_conv,0
19419954,2.7753,0,328,374,9,0,1,1,1,mun & no_conv,1
19419954,2.9935,0,203,221,9,0,1,1,1,no_mun & conv,0
19419954,2.7832,0,296,333,9,0,1,1,1,mun & conv,0
19687472,0.83325,0,260,262,10,0,0,0,1,no_muni & no_conv,1
19687472,2.116,0,287,330,10,0,0,0,1,mun & no_conv,0
19687472,2.1291,0,274,284,10,0,0,0,1,no_mun & conv,0
19687472,0.2294,0,222,224,10,0,0,0,1,mun & conv,0
19962547,11.1134,0,293,327,9,0,1,1,1,no_muni & no_conv,0
19962547,12.2879,0,328,374,9,0,1,1,1,mun & no_conv,1
19962547,1.0381,0,550,550,9,0,1,1,1,no_mun & conv,0
19962547,13.665,0,294,327,9,0,1,1,1,mun & conv,0
20004416,0.40083,0,262,319,3,0,1,1,0,no_muni & no_conv,0
20004416,2.1805,0,550,550,3,0,1,1,0,mun & no_conv,0
20004416,0.77636,0,550,550,3,0,1,1,0,no_mun & conv,1
20004416,0.6891,0,217,207,3,0,1,1,0,mun & conv,0
20245859,1.5207,0.15,238,232,9,0,1,1,0,no_muni & no_conv,0
20245859,2.329,0,287,330,9,0,1,1,0,mun & no_conv,0
20245859,1.8934,0,274,284,9,0,1,1,0,no_mun & conv,0
20245859,0.94258,0.15152,202,198,9,0,1,1,0,mun & conv,1
20337952,3.3153,0.15556,244,234,7,0,1,1,0,no_muni & no_conv,0
20337952,4.1576,0.16092,297,313,7,0,1,1,0,mun & no_conv,0
20337952,1.1093,0,231,219,7,0,1,1,0,no_mun & conv,0
20337952,0.44115,0.15789,236,228,7,0,1,1,0,mun & conv,1
20532375,1.4784,0,279,300,9,0,1,1,1,no_muni & no_conv,0
20532375,2.9085,0,287,330,9,0,1,1,1,mun & no_conv,0
20532375,0.54899,0,240,281,9,0,1,1,1,no_mun & conv,1
20532375,3.0566,0.15351,208,198,9,0,1,1,1,mun & conv,0
20839899,0.56208,0,239,243,9,0,1,1,1,no_muni & no_conv,0
20839899,8.5111,0.066667,259,260,9,0,1,1,1,mun & no_conv,1
20839899,9.4481,0,213,253,9,0,1,1,1,no_mun & conv,0
20839899,9.2612,0.15,228,215,9,0,1,1,1,mun & conv,0
21194209,0.44586,0.044444,234,254,9,0,1,0,0,no_muni & no_conv,1
21194209,1.1873,0,286,318,9,0,1,0,0,mun & no_conv,0
21194209,1.5082,0,238,292,9,0,1,0,0,no_mun & conv,0
21194209,1.2989,0.15,228,215,9,0,1,0,0,mun & conv,0
21317392,1.6844,0,277,311,11,0,1,0,1,no_muni & no_conv,0
21317392,11.5754,0,259,260,11,0,1,0,1,mun & no_conv,0
21317392,18.3197,0,226,228,11,0,1,0,1,no_mun & conv,1
21317392,8.449,0,224,206,11,0,1,0,1,mun & conv,0
21443937,12.1488,0,272,282,7,0,0,0,1,no_muni & no_conv,0
21443937,6.3276,0.15,303,326,7,0,0,0,1,mun & no_conv,1
21443937,0.87559,0,550,550,7,0,0,0,1,no_mun & conv,0
21443937,6.4082,0,550,550,7,0,0,0,1,mun & conv,0
21556281,1.2087,0,253,305,9,0,0,1,0,no_muni & no_conv,0
21556281,4.4098,0,328,374,9,0,0,1,0,mun & no_conv,1
21556281,2.0011,0,203,221,9,0,0,1,0,no_mun & conv,0
21556281,3.8164,0,296,333,9,0,0,1,0,mun & conv,0
21618389,0.58833,0,244,265,9,0,1,1,0,no_muni & no_conv,0
21618389,0.88089,0.15,235,226,9,0,1,1,0,mun & no_conv,0
21618389,1.1894,0,248,245,9,0,1,1,0,no_mun & conv,1
21618389,0.66417,0.15,218,201,9,0,1,1,0,mun & conv,0
21628375,7.3185,0.15306,230,208,9,0,1,1,1,no_muni & no_conv,0
21628375,4.9316,0.15,217,211,9,0,1,1,1,mun & no_conv,1
21628375,6.4059,0.15111,226,228,9,0,1,1,1,no_mun & conv,0
21628375,12.0228,0.071429,219,255,9,0,1,1,1,mun & conv,0
21955532,2.0245,0,252,298,4,0,1,0,1,no_muni & no_conv,1
21955532,1.4053,0,550,550,4,0,1,0,1,mun & no_conv,0
21955532,0.057153,0,270,334,4,0,1,0,1,no_mun & conv,0
21955532,0.57335,0,550,550,4,0,1,0,1,mun & conv,0
22123321,15.7594,0,273,314,9,0,0,1,0,no_muni & no_conv,1
22123321,15.0734,0,287,330,9,0,0,1,0,mun & no_conv,0
22123321,15.0998,0,243,257,9,0,0,1,0,no_mun & conv,0
22123321,0.87673,0.15238,225,221,9,0,0,1,0,mun & conv,0
22809440,9.1946,0.040404,285,333,9,0,1,1,1,no_muni & no_conv,1
22809440,8.9578,0,286,318,9,0,1,1,1,mun & no_conv,0
22809440,10.6425,0,213,253,9,0,1,1,1,no_mun & conv,0
22809440,13.7687,0,283,294,9,0,1,1,1,mun & conv,0
22870710,0.38,0.15,232,266,9,0,0,0,1,no_muni & no_conv,1
22870710,1.3995,0,328,374,9,0,0,0,1,mun & no_conv,0
22870710,2.5105,0,279,296,9,0,0,0,1,no_mun & conv,0
22870710,2.1289,0,294,327,9,0,0,0,1,mun & conv,0
22942472,2.1111,0,266,294,10,0,1,0,1,no_muni & no_conv,0
22942472,1.2831,0,328,374,10,0,1,0,1,mun & no_conv,1
22942472,2.5226,0,268,291,10,0,1,0,1,no_mun & conv,0
22942472,1.3065,0,296,333,10,0,1,0,1,mun & conv,0
23178142,0.14485,0,264,240,10,0,0,1,1,no_muni & no_conv,0
23178142,8.127,0,328,374,10,0,0,1,1,mun & no_conv,1
23178142,1.0919,0,254,302,10,0,0,1,1,no_mun & conv,0
23178142,1.5015,0,292,337,10,0,0,1,1,mun & conv,0
23201170,0.41814,0.15,238,232,9,0,0,1,0,no_muni & no_conv,1
23201170,1.0449,0,287,330,9,0,0,1,0,mun & no_conv,0
23201170,3.6756,0,220,235,9,0,0,1,0,no_mun & conv,0
23201170,0.88581,0.15152,202,198,9,0,0,1,0,mun & conv,0
23344747,0.73422,0.03125,258,236,9,0,1,0,1,no_muni & no_conv,1
23344747,0.43202,0.15,217,211,9,0,1,0,1,mun & no_conv,0
23344747,0.49496,0,275,306,9,0,1,0,1,no_mun & conv,0
23344747,1.0244,0.15,220,236,9,0,1,0,1,mun & conv,0
23347845,1.3062,0,309,342,10,0,0,0,1,no_muni & no_conv,1
23347845,6.6238,0,219,213,10,0,0,0,1,mun & no_conv,0
23347845,2.2529,0,280,334,10,0,0,0,1,no_mun & conv,0
23347845,1.6766,0,256,302,10,0,0,0,1,mun & conv,0
23415325,6.6856,0,220,228,9,0,1,0,1,no_muni & no_conv,1
23415325,7.7372,0,303,326,9,0,1,0,1,mun & no_conv,0
23415325,6.755,0,255,287,9,0,1,0,1,no_mun & conv,0
23415325,6.7053,0.15,213,203,9,0,1,0,1,mun & conv,0
23484191,13.9522,0,206,221,10,0,1,1,0,no_muni & no_conv,0
23484191,1.0778,0,228,207,10,0,1,1,0,mun & no_conv,0
23484191,1.0971,0,550,550,10,0,1,1,0,no_mun & conv,1
23484191,1.4168,0,231,209,10,0,1,1,0,mun & conv,0
23550593,7.9528,0.097778,252,242,9,0,0,1,1,no_muni & no_conv,0
23550593,3.6317,0,297,313,9,0,0,1,1,mun & no_conv,0
23550593,6.2958,0,244,295,9,0,0,1,1,no_mun & conv,0
23550593,9.6833,0.15,221,204,9,0,0,1,1,mun & conv,1
23659454,3.6676,0.0074074,227,220,9,0,1,1,1,no_muni & no_conv,0
23659454,3.8631,0,297,313,9,0,1,1,1,mun & no_conv,1
23659454,0.83071,0,268,294,9,0,1,1,1,no_mun & conv,0
23659454,0.82805,0,236,228,9,0,1,1,1,mun & conv,0
23752855,2.8287,0,244,234,9,0,1,1,1,no_muni & no_conv,0
23752855,3.6345,0,297,313,9,0,1,1,1,mun & no_conv,0
23752855,0.44215,0,231,219,9,0,1,1,1,no_mun & conv,0
23752855,1.201,0,236,228,9,0,1,1,1,mun & conv,1
23919405,3.1412,0,236,249,7,0,1,1,1,no_muni & no_conv,0
23919405,4.5231,0.15179,286,318,7,0,1,1,1,mun & no_conv,0
23919405,4.8902,0,235,229,7,0,1,1,1,no_mun & conv,0
23919405,0.23688,0,217,213,7,0,1,1,1,mun & conv,1
24110328,5.8634,0,266,294,8,0,1,0,0,no_muni & no_conv,0
24110328,2.9638,0,328,374,8,0,1,0,0,mun & no_conv,1
24110328,7.1897,0,550,550,8,0,1,0,0,no_mun & conv,0
24110328,2.6008,0,296,333,8,0,1,0,0,mun & conv,0
24223754,0.84765,0,260,262,9,0,0,0,1,no_muni & no_conv,0
24223754,2.033,0,287,330,9,0,0,0,1,mun & no_conv,1
24223754,2.0861,0,274,284,9,0,0,0,1,no_mun & conv,0
24223754,0.20669,0,222,224,9,0,0,0,1,mun & conv,0
24323311,1.9334,0.15476,322,350,7,0,0,0,1,no_muni & no_conv,1
24323311,2.1756,0.15,311,351,7,0,0,0,1,mun & no_conv,0
24323311,0.24937,0,242,272,7,0,0,0,1,no_mun & conv,0
24323311,13.6677,0.15,292,337,7,0,0,0,1,mun & conv,0
24563819,1.2469,0,241,288,8,0,0,0,0,no_muni & no_conv,0
24563819,1.8391,0,328,374,8,0,0,0,0,mun & no_conv,0
24563819,0.64188,0,268,291,8,0,0,0,0,no_mun & conv,0
24563819,5.8206,0,256,302,8,0,0,0,0,mun & conv,1
24573953,1.622,0,288,308,7,0,1,0,1,no_muni & no_conv,0
24573953,1.8865,0.15789,287,330,7,0,1,0,1,mun & no_conv,1
24573953,1.4067,0,269,285,7,0,1,0,1,no_mun & conv,0
24573953,1.8012,0,550,550,7,0,1,0,1,mun & conv,0
24770553,4.9386,0,226,249,9,0,0,1,0,no_muni & no_conv,0
24770553,5.5415,0.15,217,211,9,0,0,1,0,mun & no_conv,0
24770553,3.8453,0,550,550,9,0,0,1,0,no_mun & conv,0
24770553,6.3097,0.15,220,218,9,0,0,1,0,mun & conv,1
24864746,4.7171,0,297,301,7,0,1,1,0,no_muni & no_conv,0
24864746,4.0608,0.15333,328,374,7,0,1,1,0,mun & no_conv,0
24864746,0.50437,0,273,309,7,0,1,1,0,no_mun & conv,0
24864746,5.3189,0,294,327,7,0,1,1,0,mun & conv,1
24867875,3.8596,0,273,314,10,0,0,0,0,no_muni & no_conv,1
24867875,20.8703,0,259,260,10,0,0,0,0,mun & no_conv,0
24867875,0.84924,0,240,281,10,0,0,0,0,no_mun & conv,0
24867875,3.5958,0,200,196,10,0,0,0,0,mun & conv,0
25166094,1.0307,0,256,257,1,1,0,1,0,no_muni & no_conv,0
25166094,0.61135,0,550,550,1,1,0,1,0,mun & no_conv,1
25166094,0.44978,0,550,550,1,1,0,1,0,no_mun & conv,0
25166094,0.6567,0,550,550,1,1,0,1,0,mun & conv,0
25457246,0.24463,0,278,299,7,0,1,1,1,no_muni & no_conv,0
25457246,0.24969,0.15909,231,224,7,0,1,1,1,mun & no_conv,0
25457246,0.15602,0,260,302,7,0,1,1,1,no_mun & conv,1
25457246,0.26591,0,550,550,7,0,1,1,1,mun & conv,0
25479944,2.5284,0.15238,244,245,9,0,0,0,0,no_muni & no_conv,0
25479944,0.68199,0.066667,259,260,9,0,0,0,0,mun & no_conv,1
25479944,8.0838,0.15111,226,228,9,0,0,0,0,no_mun & conv,0
25479944,2.188,0.15,221,204,9,0,0,0,0,mun & conv,0
25480019,7.0092,0.15,265,304,9,0,0,1,0,no_muni & no_conv,1
25480019,6.2141,0,297,313,9,0,0,1,0,mun & no_conv,0
25480019,8.3047,0,243,240,9,0,0,1,0,no_mun & conv,0
25480019,8.7472,0,214,253,9,0,0,1,0,mun & conv,0
25539657,2.2982,0.15,244,265,0,0,1,0,0,no_muni & no_conv,0
25539657,1.9488,0,550,550,0,0,1,0,0,mun & no_conv,1
25539657,1.8733,0,550,550,0,0,1,0,0,no_mun & conv,0
25539657,6.7842,0,550,550,0,0,1,0,0,mun & conv,0
25550663,1.2251,0,261,278,9,0,0,1,0,no_muni & no_conv,0
25550663,3.8195,0,219,213,9,0,0,1,0,mun & no_conv,0
25550663,3.8391,0,260,302,9,0,0,1,0,no_mun & conv,0
25550663,1.7647,0,217,213,9,0,0,1,0,mun & conv,1
25571748,1.1513,0,550,550,3,0,1,1,1,no_muni & no_conv,0
25571748,0.84753,0,219,213,3,0,1,1,1,mun & no_conv,0
25571748,0.83629,0,550,550,3,0,1,1,1,no_mun & conv,1
25571748,6.3386,0,550,550,3,0,1,1,1,mun & conv,0
25580818,1.3706,0.028571,241,269,7,0,1,0,1,no_muni & no_conv,0
25580818,2.0068,0.15333,328,374,7,0,1,0,1,mun & no_conv,1
25580818,1.4246,0.022222,271,277,7,0,1,0,1,no_mun & conv,0
25580818,0.28439,0,550,550,7,0,1,0,1,mun & conv,0
25601270,0.86089,0,244,265,5,0,1,0,1,no_muni & no_conv,0
25601270,0.30378,0,550,550,5,0,1,0,1,mun & no_conv,1
25601270,0.56135,0,550,550,5,0,1,0,1,no_mun & conv,0
25601270,1.641,0,550,550,5,0,1,0,1,mun & conv,0
25606992,1.2158,0,260,278,7,0,1,0,1,no_muni & no_conv,0
25606992,1.6127,0.15556,262,259,7,0,1,0,1,mun & no_conv,1
25606992,1.2677,0,229,240,7,0,1,0,1,no_mun & conv,0
25606992,0.56667,0,550,550,7,0,1,0,1,mun & conv,0
25772968,1.6984,0.16667,550,550,-1,0,0,0,0,no_muni & no_conv,0
25772968,0.58877,0.15385,550,550,-1,0,0,0,0,mun & no_conv,1
25772968,0.8248,0.15,550,550,-1,0,0,0,0,no_mun & conv,0
25772968,1.4247,0.15625,550,550,-1,0,0,0,0,mun & conv,0
25809881,1.2452,0.15315,213,229,9,0,1,0,1,no_muni & no_conv,0
25809881,4.5967,0.066667,259,260,9,0,1,0,1,mun & no_conv,0
25809881,1.0312,0,248,245,9,0,1,0,1,no_mun & conv,1
25809881,1.0216,0.15152,226,222,9,0,1,0,1,mun & conv,0
25826446,0.79654,0,550,550,1,0,1,0,0,no_muni & no_conv,0
25826446,0.80238,0,550,550,1,0,1,0,0,mun & no_conv,0
25826446,1.0855,0,270,334,1,0,1,0,0,no_mun & conv,0
25826446,2.3754,0,550,550,1,0,1,0,0,mun & conv,1
25838152,1.0013,0,550,550,6,0,0,0,1,no_muni & no_conv,0
25838152,0.49273,0,550,550,6,0,0,0,1,mun & no_conv,1
